tingkat setelah parent,parent,similarity
6,pegunungan,"[('perbukitan', 0.8196009993553162), ('pengunungan', 0.7539618015289307), ('gunung', 0.7301235198974609), ('lereng', 0.7139779925346375), ('lembah', 0.7040915489196777), ('dataran', 0.6945312023162842), ('himalaya', 0.6677795648574829), ('alpen', 0.6539671421051025), ('bergunung', 0.6341187953948975), ('pergunungan', 0.633481502532959)]"
6,fohn,"[('semilir', 0.6464734673500061), ('pasat', 0.6452038884162903), ('anemokori', 0.6410490870475769), ('leucosticta', 0.6168189644813538), ('omissus', 0.6139340400695801), ('brassi', 0.6114567518234253), ('paphiopedilum', 0.6113663911819458), ('isabellinus', 0.610785186290741), ('alexandrae', 0.6066661477088928), ('klossii', 0.6062094569206238)]"
6,anemokori,"[('agardh', 0.8179355263710022), ('synedrella', 0.8110532164573669), ('melastoma', 0.810502827167511), ('dactylis', 0.8096272349357605), ('hornepayne', 0.8090118169784546), ('prohati', 0.8063415288925171), ('schinz', 0.8041772842407227), ('leucosticta', 0.8038307428359985), ('agretti', 0.8034478425979614), ('viette', 0.8032345175743103)]"
6,berembus,"[('semilir', 0.6448712944984436), ('tertiup', 0.6380776762962341), ('berhembus', 0.6290854811668396), ('sepoi', 0.6264655590057373), ('bertiup', 0.5961167216300964), ('tiupan', 0.5787903070449829), ('ribut', 0.5625318288803101), ('bertiuplah', 0.5575842261314392), ('pasat', 0.5575798153877258), ('kencang', 0.5501066446304321)]"
6,pendjuru,"[('perangin', 0.6841582655906677), ('anginan', 0.6299957036972046), ('pengejar', 0.5945243835449219), ('hajopan', 0.5769520998001099), ('bersegi', 0.5490671396255493), ('sekawan', 0.5368661284446716), ('tertiup', 0.5294512510299683), ('sakal', 0.5265816450119019), ('kincir', 0.5181193351745605), ('serangkai', 0.5049400925636292)]"
6,embusan,"[('hembusan', 0.6589292287826538), ('tiupan', 0.653436005115509), ('perangin', 0.6399815678596497), ('tertiup', 0.5968904495239258), ('terpaan', 0.5819317102432251), ('sepoi', 0.5643370151519775), ('anginan', 0.557208240032196), ('menderu', 0.5464993119239807), ('semilir', 0.5418506860733032), ('kencang', 0.5375922322273254)]"
6,barap,"[('laboh', 0.7579964399337769), ('m_t_', 0.7326018214225769), ('femalenominated', 0.7319607734680176), ('denbravo', 0.7317827939987183), ('doyam', 0.7304617166519165), ('fuuton', 0.7281649112701416), ('anemokori', 0.725853681564331), ('bapinang', 0.7254496216773987), ('triwanto', 0.7234248518943787), ('hornepayne', 0.7234246730804443)]"
6,diangin,"[('bewani', 0.7081000208854675), ('embal', 0.6931291222572327), ('fattoush', 0.6833771467208862), ('metronidazol', 0.6795373558998108), ('kataka', 0.6775215864181519), ('gatrik', 0.6768676042556763), ('sibma', 0.6768491268157959), ('kagu', 0.6712178587913513), ('kalguksu', 0.6710199117660522), ('begana', 0.6705262660980225)]"
6,halilintar,"[('guntur', 0.6590443253517151), ('geni', 0.6132951378822327), ('gumara', 0.6080567836761475), ('pengejar', 0.5973433256149292), ('petir', 0.5880685448646545), ('sangkuriang', 0.5741504430770874), ('deru', 0.5741354823112488), ('durjana', 0.5664621591567993), ('pamungkas', 0.5609517097473145), ('srigala', 0.5580042004585266)]"
6,nyambar,"[('wetaning', 0.824825644493103), ('rufidorsa', 0.8101251125335693), ('flavosignata', 0.806945264339447), ('pogonocherus', 0.8048726916313171), ('koran_detail', 0.8048697710037231), ('lotsij', 0.800787091255188), ('mildura', 0.7999895811080933), ('golosÃ³n', 0.7997772097587585), ('tepapa', 0.7997632026672363), ('otosia', 0.7994411587715149)]"
6,klimatologi,"[('geofisika', 0.8565646409988403), ('meteorologi', 0.8457454442977905), ('hidrologi', 0.739866316318512), ('oseanografi', 0.7227580547332764), ('vulkanologi', 0.6958884000778198), ('geodesi', 0.684526801109314), ('metereologi', 0.6704884171485901), ('kegempaan', 0.6635184288024902), ('seismologi', 0.6601592898368835), ('geologi', 0.6601129174232483)]"
6,geomorfologi,"[('geologi', 0.7907940745353699), ('stratigrafi', 0.7773048281669617), ('hidrologi', 0.7559512257575989), ('geologis', 0.7381619215011597), ('sedimentologi', 0.7372173070907593), ('hidrogeologi', 0.7300196886062622), ('biogeografi', 0.7133103013038635), ('topografi', 0.7123451232910156), ('petrologi', 0.7077257037162781), ('mineralogi', 0.6697779893875122)]"
6,seismologi,"[('vulkanologi', 0.780413806438446), ('astrofisika', 0.7111215591430664), ('geofisika', 0.701289713382721), ('kartografi', 0.6800343990325928), ('sedimentologi', 0.6755848526954651), ('klimatologi', 0.6601592898368835), ('oseanografi', 0.6589804887771606), ('paleontologi', 0.6498488187789917), ('meteorologi', 0.6482319831848145), ('neurosains', 0.6435730457305908)]"
6,geofisika,"[('meteorologi', 0.8626009821891785), ('klimatologi', 0.8565645217895508), ('vulkanologi', 0.7591789960861206), ('oseanografi', 0.7240115404129028), ('geodesi', 0.7055354714393616), ('seismologi', 0.7012897729873657), ('geologi', 0.6843162178993225), ('geokimia', 0.6771445274353027), ('astrofisika', 0.6653351783752441), ('bmkg', 0.6448800563812256)]"
6,vulkanologi,"[('seismologi', 0.7804136872291565), ('geofisika', 0.7591789364814758), ('geologi', 0.7417507767677307), ('sedimentologi', 0.7316074371337891), ('petrologi', 0.6980364322662354), ('klimatologi', 0.6958884000778198), ('meteorologi', 0.6900474429130554), ('oseanografi', 0.6886070370674133), ('mineralogi', 0.6576254963874817), ('geokimia', 0.6561450362205505)]"
6,geodesi,"[('kartografi', 0.7173316478729248), ('perataan', 0.7081008553504944), ('oseanografi', 0.7071643471717834), ('geofisika', 0.7055354714393616), ('mineralogi', 0.6983324289321899), ('geoteknik', 0.6924341320991516), ('geologi', 0.6887245178222656), ('klimatologi', 0.6845267415046692), ('geokimia', 0.6828209757804871), ('keteknikan', 0.6810125112533569)]"
6,geologi,"[('geomorfologi', 0.7907940149307251), ('stratigrafi', 0.7593270540237427), ('geologis', 0.7454506754875183), ('vulkanologi', 0.7417507767677307), ('paleontologi', 0.7077561616897583), ('mineralogi', 0.6889009475708008), ('geodesi', 0.6887245774269104), ('geofisika', 0.6843162775039673), ('geokimia', 0.6790444254875183), ('kartografi', 0.6742100715637207)]"
6,astronomis,"[('matematis', 0.7572384476661682), ('topografis', 0.7463911771774292), ('implisit', 0.6975341439247131), ('teoritis', 0.696485161781311), ('alfabetis', 0.6940416693687439), ('kategoris', 0.6900229454040527), ('berturutan', 0.6871368288993835), ('kronologis', 0.6782930493354797), ('kontinu', 0.6773579716682434), ('adminitratif', 0.6718907952308655)]"
6,topografis,"[('geomorfologis', 0.7917604446411133), ('geografis', 0.7627900838851929), ('adminitratif', 0.7617311477661133), ('geologik', 0.7592032551765442), ('astronomis', 0.7463911771774292), ('terminologis', 0.7335752844810486), ('fisiografi', 0.7321241497993469), ('prinsipil', 0.7251554727554321), ('retroaktif', 0.7181192636489868), ('topografi', 0.7159659266471863)]"
6,endogenik,"[('makroskopis', 0.7003724575042725), ('histologis', 0.685287594795227), ('embrional', 0.6710634827613831), ('enzimatis', 0.6657369136810303), ('biokimiawi', 0.6534147262573242), ('terkatalisis', 0.6534141898155212), ('geologis', 0.6524643898010254), ('energetika', 0.6493033170700073), ('frekuentif', 0.6377544403076172), ('kontinyu', 0.637502908706665)]"
6,morfologis,"[('genetis', 0.8298060297966003), ('histologis', 0.7975672483444214), ('implisit', 0.7507137060165405), ('makroskopis', 0.7450920343399048), ('semantis', 0.7427735328674316), ('anatomis', 0.7426515817642212), ('inheren', 0.7299866080284119), ('morfologi', 0.7293978929519653), ('skematis', 0.7246650457382202), ('intrinsik', 0.7140755653381348)]"
6,alamiah,"[('alami', 0.7398458123207092), ('jasmaniah', 0.7193499207496643), ('konkret', 0.6997497081756592), ('intrinsik', 0.6979907155036926), ('inheren', 0.6921360492706299), ('kimiawi', 0.6892083287239075), ('metafisik', 0.6857180595397949), ('subjektif', 0.6837940216064453), ('lahiriah', 0.6778691411018372), ('morfologis', 0.6760808229446411)]"
6,topografi,"[('topografinya', 0.7426522374153137), ('topografis', 0.7159660458564758), ('geomorfologi', 0.7123451232910156), ('geografis', 0.7118491530418396), ('kontur', 0.6876211166381836), ('kelerengan', 0.6664689183235168), ('berbukit', 0.6583496928215027), ('geologis', 0.6274071335792542), ('kemiringan', 0.6229456067085266), ('geografisnya', 0.6210477948188782)]"
6,pemodelan,"[('permodelan', 0.7345733642578125), ('visualisasi', 0.7306439876556396), ('komputasional', 0.7132133841514587), ('simulasi', 0.6915469169616699), ('analisis', 0.6884230375289917), ('pemetaan', 0.6861976385116577), ('statistika', 0.6858155727386475), ('prediktif', 0.684122622013092), ('optimasi', 0.6593769192695618), ('abstraksi', 0.6575363874435425)]"
6,pelacakan,"[('pendeteksian', 0.7639104127883911), ('pemantauan', 0.7353115677833557), ('autentikasi', 0.6940560936927795), ('pemindaian', 0.6939058899879456), ('gps', 0.6904760003089905), ('pengecekan', 0.6900525093078613), ('deteksi', 0.6729177832603455), ('navigasi', 0.6707153916358948), ('pengontrolan', 0.6658541560173035), ('pemetaan', 0.6657654643058777)]"
6,visualisasi,"[('pemodelan', 0.7306439876556396), ('digitalisasi', 0.6777744293212891), ('pencitraan', 0.6669130325317383), ('abstraksi', 0.6634775996208191), ('optis', 0.6586596965789795), ('pemindaian', 0.6529858708381653), ('scanning', 0.6402507424354553), ('simulasi', 0.6399559378623962), ('pemetaan', 0.6376362442970276), ('numerik', 0.633703351020813)]"
,gempa bumi,
,pergerakan tanah,
,tanah bergerak,
,pergeseran tanah,
,tanah geser,
,karhutla,
,kebakaran hutan,
,angin kencang,
,gunung meletus,
,angin,
